,wave,gender,age,age_o,d_age,d_d_age,race,race_o,samerace,importance_same_race,importance_same_religion,d_importance_same_race,d_importance_same_religion,field,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,d_pref_o_attractive,d_pref_o_sincere,d_pref_o_intelligence,d_pref_o_funny,d_pref_o_ambitious,d_pref_o_shared_interests,attractive_o,sinsere_o,intelligence_o,funny_o,ambitous_o,d_attractive_o,d_sinsere_o,d_intelligence_o,d_funny_o,d_ambitous_o,d_shared_interests_o,attractive_important,sincere_important,intellicence_important,funny_important,ambtition_important,shared_interests_important,d_attractive_important,d_sincere_important,d_intellicence_important,d_funny_important,d_ambtition_important,d_shared_interests_important,attractive,sincere,intelligence,funny,ambition,d_attractive,d_sincere,d_intelligence,d_funny,d_ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,d_attractive_partner,d_sincere_partner,d_intelligence_partner,d_funny_partner,d_ambition_partner,d_shared_interests_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,d_sports,d_tvsports,d_exercise,d_dining,d_museums,d_art,d_hiking,d_gaming,d_clubbing,d_reading,d_tv,d_theater,d_movies,d_concerts,d_music,d_shopping,d_yoga,interests_correlate,d_interests_correlate,expected_happy_with_sd_people,d_expected_happy_with_sd_people,d_expected_num_interested_in_me,d_expected_num_matches,like,guess_prob_liked,d_like,d_guess_prob_liked,met,decision,decision_o,match
4597,12.0,0.0,28.0,27.0,1.0,0.0,3.0,3.0,1.0,1.0,10.0,0.0,2.0,199.0,19.0,13.0,18.0,18.0,10.0,22.0,1.0,0.0,1.0,1.0,0.0,2.0,6.0,8.0,7.0,8.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,20.0,25.0,25.0,15.0,10.0,0.0,1.0,2.0,2.0,0.0,0.0,6.0,10.0,10.0,8.0,8.0,1.0,2.0,2.0,1.0,1.0,6.0,9.0,8.0,7.0,5.0,1.0,2.0,1.0,1.0,0.0,0.0,10.0,1.0,8.0,7.0,7.0,8.0,2.0,1.0,4.0,8.0,1.0,8.0,9.0,7.0,7.0,8.0,9.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,0.25,1.0,6.0,1.0,0.0,0.0,6.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0
4598,12.0,0.0,28.0,32.0,4.0,2.0,3.0,5.0,0.0,1.0,10.0,0.0,2.0,199.0,20.0,10.0,30.0,20.0,10.0,10.0,1.0,0.0,2.0,1.0,0.0,0.0,5.0,7.0,5.0,6.0,7.0,0.0,1.0,0.0,1.0,1.0,0.0,5.0,20.0,25.0,25.0,15.0,10.0,0.0,1.0,2.0,2.0,0.0,0.0,6.0,10.0,10.0,8.0,8.0,1.0,2.0,2.0,1.0,1.0,6.0,9.0,10.0,3.0,9.0,1.0,2.0,2.0,0.0,2.0,0.0,10.0,1.0,8.0,7.0,7.0,8.0,2.0,1.0,4.0,8.0,1.0,8.0,9.0,7.0,7.0,8.0,9.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,0.63,2.0,6.0,1.0,0.0,0.0,6.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0
4599,12.0,0.0,28.0,27.0,1.0,0.0,3.0,3.0,1.0,1.0,10.0,0.0,2.0,199.0,6.67,19.05,42.86,9.52,14.29,7.62,0.0,1.0,2.0,0.0,0.0,0.0,7.0,9.0,8.0,8.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,5.0,20.0,25.0,25.0,15.0,10.0,0.0,1.0,2.0,2.0,0.0,0.0,6.0,10.0,10.0,8.0,8.0,1.0,2.0,2.0,1.0,1.0,6.0,8.0,10.0,3.0,8.0,1.0,1.0,2.0,0.0,1.0,0.0,10.0,1.0,8.0,7.0,7.0,8.0,2.0,1.0,4.0,8.0,1.0,8.0,9.0,7.0,7.0,8.0,9.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,0.51,2.0,6.0,1.0,0.0,0.0,6.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0
4600,12.0,0.0,28.0,25.0,3.0,1.0,3.0,3.0,1.0,1.0,10.0,0.0,2.0,199.0,25.0,20.0,15.0,25.0,10.0,5.0,2.0,1.0,0.0,2.0,0.0,0.0,8.0,8.0,8.0,9.0,6.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,20.0,25.0,25.0,15.0,10.0,0.0,1.0,2.0,2.0,0.0,0.0,6.0,10.0,10.0,8.0,8.0,1.0,2.0,2.0,1.0,1.0,9.0,8.0,9.0,9.0,9.0,2.0,1.0,2.0,2.0,2.0,0.0,10.0,1.0,8.0,7.0,7.0,8.0,2.0,1.0,4.0,8.0,1.0,8.0,9.0,7.0,7.0,8.0,9.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,0.41,2.0,6.0,1.0,0.0,0.0,6.0,5.0,1.0,1.0,0.0,0.0,1.0,0.0
4601,12.0,0.0,28.0,30.0,2.0,1.0,3.0,3.0,1.0,1.0,10.0,0.0,2.0,199.0,50.0,0.0,20.0,20.0,0.0,10.0,2.0,0.0,1.0,1.0,0.0,0.0,8.0,6.0,8.0,8.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,20.0,25.0,25.0,15.0,10.0,0.0,1.0,2.0,2.0,0.0,0.0,6.0,10.0,10.0,8.0,8.0,1.0,2.0,2.0,1.0,1.0,7.0,7.0,8.0,10.0,7.0,1.0,1.0,1.0,2.0,1.0,1.0,10.0,1.0,8.0,7.0,7.0,8.0,2.0,1.0,4.0,8.0,1.0,8.0,9.0,7.0,7.0,8.0,9.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,0.61,2.0,6.0,1.0,0.0,0.0,9.0,5.0,2.0,1.0,0.0,1.0,1.0,1.0
4602,12.0,0.0,28.0,29.0,1.0,0.0,3.0,5.0,0.0,1.0,10.0,0.0,2.0,199.0,40.0,30.0,10.0,8.0,2.0,10.0,2.0,2.0,0.0,0.0,0.0,0.0,5.0,6.0,5.0,6.0,6.0,0.0,1.0,0.0,1.0,1.0,0.0,5.0,20.0,25.0,25.0,15.0,10.0,0.0,1.0,2.0,2.0,0.0,0.0,6.0,10.0,10.0,8.0,8.0,1.0,2.0,2.0,1.0,1.0,5.0,6.0,7.0,3.0,7.0,0.0,1.0,1.0,0.0,1.0,0.0,10.0,1.0,8.0,7.0,7.0,8.0,2.0,1.0,4.0,8.0,1.0,8.0,9.0,7.0,7.0,8.0,9.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,0.31,1.0,6.0,1.0,0.0,0.0,6.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0
4603,12.0,0.0,28.0,26.0,2.0,1.0,3.0,3.0,1.0,1.0,10.0,0.0,2.0,199.0,20.0,25.0,20.0,10.0,5.0,20.0,1.0,2.0,1.0,0.0,0.0,1.0,6.0,6.0,6.0,9.0,8.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,20.0,25.0,25.0,15.0,10.0,0.0,1.0,2.0,2.0,0.0,0.0,6.0,10.0,10.0,8.0,8.0,1.0,2.0,2.0,1.0,1.0,3.0,6.0,5.0,5.0,6.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,1.0,8.0,7.0,7.0,8.0,2.0,1.0,4.0,8.0,1.0,8.0,9.0,7.0,7.0,8.0,9.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,-0.27,0.0,6.0,1.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
4604,12.0,0.0,28.0,36.0,8.0,3.0,3.0,3.0,1.0,1.0,10.0,0.0,2.0,199.0,20.0,16.0,16.0,16.0,16.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,7.0,6.0,5.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,20.0,25.0,25.0,15.0,10.0,0.0,1.0,2.0,2.0,0.0,0.0,6.0,10.0,10.0,8.0,8.0,1.0,2.0,2.0,1.0,1.0,5.0,6.0,7.0,3.0,7.0,0.0,1.0,1.0,0.0,1.0,0.0,10.0,1.0,8.0,7.0,7.0,8.0,2.0,1.0,4.0,8.0,1.0,8.0,9.0,7.0,7.0,8.0,9.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,0.49,2.0,6.0,1.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0
4605,12.0,0.0,28.0,29.0,1.0,0.0,3.0,3.0,1.0,1.0,10.0,0.0,2.0,199.0,30.0,15.0,15.0,20.0,10.0,10.0,2.0,0.0,0.0,1.0,0.0,0.0,4.0,7.0,6.0,6.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,20.0,25.0,25.0,15.0,10.0,0.0,1.0,2.0,2.0,0.0,0.0,6.0,10.0,10.0,8.0,8.0,1.0,2.0,2.0,1.0,1.0,5.0,5.0,6.0,3.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,1.0,8.0,7.0,7.0,8.0,2.0,1.0,4.0,8.0,1.0,8.0,9.0,7.0,7.0,8.0,9.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,0.55,2.0,6.0,1.0,0.0,0.0,4.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0
4606,12.0,0.0,29.0,27.0,2.0,1.0,1.0,1.0,1.0,6.0,9.0,2.0,2.0,239.0,17.0,19.0,18.0,17.0,11.0,18.0,1.0,1.0,1.0,1.0,0.0,1.0,8.0,9.0,8.0,7.0,6.0,1.0,2.0,1.0,1.0,1.0,1.0,10.0,47.0,16.0,12.0,3.0,12.0,0.0,2.0,1.0,0.0,0.0,0.0,7.0,9.0,8.0,9.0,5.0,1.0,2.0,1.0,2.0,0.0,5.0,8.0,8.0,7.0,7.0,0.0,1.0,1.0,1.0,1.0,1.0,8.0,2.0,7.0,10.0,7.0,7.0,8.0,2.0,7.0,8.0,7.0,8.0,9.0,7.0,7.0,9.0,8.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.19,1.0,4.0,0.0,0.0,1.0,7.0,8.0,1.0,2.0,1.0,0.0,0.0,0.0
4607,12.0,0.0,29.0,32.0,3.0,1.0,1.0,3.0,0.0,6.0,9.0,2.0,2.0,239.0,20.0,20.0,20.0,20.0,10.0,10.0,1.0,1.0,1.0,1.0,0.0,0.0,10.0,10.0,10.0,10.0,10.0,2.0,2.0,2.0,2.0,2.0,0.0,10.0,47.0,16.0,12.0,3.0,12.0,0.0,2.0,1.0,0.0,0.0,0.0,7.0,9.0,8.0,9.0,5.0,1.0,2.0,1.0,2.0,0.0,7.0,9.0,9.0,8.0,2.0,1.0,2.0,2.0,1.0,0.0,1.0,8.0,2.0,7.0,10.0,7.0,7.0,8.0,2.0,7.0,8.0,7.0,8.0,9.0,7.0,7.0,9.0,8.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.46,2.0,4.0,0.0,0.0,1.0,8.0,8.0,1.0,2.0,0.0,1.0,1.0,1.0
4608,12.0,0.0,29.0,25.0,4.0,2.0,1.0,3.0,0.0,6.0,9.0,2.0,2.0,239.0,24.0,15.0,20.0,20.0,8.0,13.0,2.0,0.0,1.0,1.0,0.0,0.0,7.0,8.0,7.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,0.0,10.0,47.0,16.0,12.0,3.0,12.0,0.0,2.0,1.0,0.0,0.0,0.0,7.0,9.0,8.0,9.0,5.0,1.0,2.0,1.0,2.0,0.0,8.0,7.0,8.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,0.0,8.0,2.0,7.0,10.0,7.0,7.0,8.0,2.0,7.0,8.0,7.0,8.0,9.0,7.0,7.0,9.0,8.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.19,1.0,4.0,0.0,0.0,1.0,7.0,7.0,1.0,2.0,0.0,1.0,0.0,0.0
4609,12.0,0.0,29.0,29.0,0.0,0.0,1.0,1.0,1.0,6.0,9.0,2.0,2.0,239.0,50.0,20.0,10.0,10.0,5.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,5.0,7.0,6.0,5.0,6.0,0.0,1.0,1.0,0.0,1.0,1.0,10.0,47.0,16.0,12.0,3.0,12.0,0.0,2.0,1.0,0.0,0.0,0.0,7.0,9.0,8.0,9.0,5.0,1.0,2.0,1.0,2.0,0.0,9.0,8.0,8.0,6.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,8.0,2.0,7.0,10.0,7.0,7.0,8.0,2.0,7.0,8.0,7.0,8.0,9.0,7.0,7.0,9.0,8.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.03,1.0,4.0,0.0,0.0,1.0,8.0,7.0,1.0,2.0,0.0,1.0,0.0,0.0
4610,12.0,0.0,29.0,23.0,6.0,2.0,1.0,3.0,0.0,6.0,9.0,2.0,2.0,239.0,25.0,5.0,30.0,15.0,5.0,20.0,2.0,0.0,2.0,0.0,0.0,1.0,5.0,7.0,8.0,4.0,8.0,0.0,1.0,1.0,0.0,1.0,0.0,10.0,47.0,16.0,12.0,3.0,12.0,0.0,2.0,1.0,0.0,0.0,0.0,7.0,9.0,8.0,9.0,5.0,1.0,2.0,1.0,2.0,0.0,7.0,8.0,8.0,8.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,2.0,7.0,10.0,7.0,7.0,8.0,2.0,7.0,8.0,7.0,8.0,9.0,7.0,7.0,9.0,8.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.1,1.0,4.0,0.0,0.0,1.0,8.0,7.0,1.0,2.0,0.0,1.0,0.0,0.0
4611,12.0,0.0,29.0,27.0,2.0,1.0,1.0,3.0,0.0,6.0,9.0,2.0,2.0,239.0,19.0,13.0,18.0,18.0,10.0,22.0,1.0,0.0,1.0,1.0,0.0,2.0,6.0,7.0,7.0,5.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,10.0,47.0,16.0,12.0,3.0,12.0,0.0,2.0,1.0,0.0,0.0,0.0,7.0,9.0,8.0,9.0,5.0,1.0,2.0,1.0,2.0,0.0,7.0,7.0,7.0,6.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,2.0,7.0,10.0,7.0,7.0,8.0,2.0,7.0,8.0,7.0,8.0,9.0,7.0,7.0,9.0,8.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.23,1.0,4.0,0.0,0.0,1.0,7.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0
4612,12.0,0.0,29.0,32.0,3.0,1.0,1.0,5.0,0.0,6.0,9.0,2.0,2.0,239.0,20.0,10.0,30.0,20.0,10.0,10.0,1.0,0.0,2.0,1.0,0.0,0.0,6.0,6.0,6.0,6.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,10.0,47.0,16.0,12.0,3.0,12.0,0.0,2.0,1.0,0.0,0.0,0.0,7.0,9.0,8.0,9.0,5.0,1.0,2.0,1.0,2.0,0.0,6.0,8.0,9.0,8.0,8.0,1.0,1.0,2.0,1.0,1.0,1.0,8.0,2.0,7.0,10.0,7.0,7.0,8.0,2.0,7.0,8.0,7.0,8.0,9.0,7.0,7.0,9.0,8.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.59,2.0,4.0,0.0,0.0,1.0,7.0,7.0,1.0,2.0,0.0,1.0,0.0,0.0
4613,12.0,0.0,29.0,27.0,2.0,1.0,1.0,3.0,0.0,6.0,9.0,2.0,2.0,239.0,6.67,19.05,42.86,9.52,14.29,7.62,0.0,1.0,2.0,0.0,0.0,0.0,9.0,8.0,8.0,6.0,4.0,2.0,1.0,1.0,1.0,0.0,0.0,10.0,47.0,16.0,12.0,3.0,12.0,0.0,2.0,1.0,0.0,0.0,0.0,7.0,9.0,8.0,9.0,5.0,1.0,2.0,1.0,2.0,0.0,5.0,9.0,9.0,8.0,7.0,0.0,2.0,2.0,1.0,1.0,1.0,8.0,2.0,7.0,10.0,7.0,7.0,8.0,2.0,7.0,8.0,7.0,8.0,9.0,7.0,7.0,9.0,8.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.53,2.0,4.0,0.0,0.0,1.0,8.0,7.0,1.0,2.0,0.0,1.0,1.0,1.0
4614,12.0,0.0,29.0,25.0,4.0,2.0,1.0,3.0,0.0,6.0,9.0,2.0,2.0,239.0,25.0,20.0,15.0,25.0,10.0,5.0,2.0,1.0,0.0,2.0,0.0,0.0,5.0,6.0,5.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,47.0,16.0,12.0,3.0,12.0,0.0,2.0,1.0,0.0,0.0,0.0,7.0,9.0,8.0,9.0,5.0,1.0,2.0,1.0,2.0,0.0,7.0,5.0,7.0,5.0,9.0,1.0,0.0,1.0,0.0,2.0,1.0,8.0,2.0,7.0,10.0,7.0,7.0,8.0,2.0,7.0,8.0,7.0,8.0,9.0,7.0,7.0,9.0,8.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.38,2.0,4.0,0.0,0.0,1.0,6.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0
4615,12.0,0.0,29.0,30.0,1.0,0.0,1.0,3.0,0.0,6.0,9.0,2.0,2.0,239.0,50.0,0.0,20.0,20.0,0.0,10.0,2.0,0.0,1.0,1.0,0.0,0.0,8.0,9.0,9.0,8.0,5.0,1.0,2.0,2.0,1.0,0.0,0.0,10.0,47.0,16.0,12.0,3.0,12.0,0.0,2.0,1.0,0.0,0.0,0.0,7.0,9.0,8.0,9.0,5.0,1.0,2.0,1.0,2.0,0.0,8.0,5.0,8.0,9.0,7.0,1.0,0.0,1.0,2.0,1.0,0.0,8.0,2.0,7.0,10.0,7.0,7.0,8.0,2.0,7.0,8.0,7.0,8.0,9.0,7.0,7.0,9.0,8.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.46,2.0,4.0,0.0,0.0,1.0,7.0,7.0,1.0,2.0,0.0,0.0,1.0,0.0
4616,12.0,0.0,29.0,29.0,0.0,0.0,1.0,5.0,0.0,6.0,9.0,2.0,2.0,239.0,40.0,30.0,10.0,8.0,2.0,10.0,2.0,2.0,0.0,0.0,0.0,0.0,5.0,6.0,5.0,6.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,10.0,47.0,16.0,12.0,3.0,12.0,0.0,2.0,1.0,0.0,0.0,0.0,7.0,9.0,8.0,9.0,5.0,1.0,2.0,1.0,2.0,0.0,4.0,7.0,8.0,5.0,7.0,0.0,1.0,1.0,0.0,1.0,1.0,8.0,2.0,7.0,10.0,7.0,7.0,8.0,2.0,7.0,8.0,7.0,8.0,9.0,7.0,7.0,9.0,8.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.35,2.0,4.0,0.0,0.0,1.0,5.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0
4617,12.0,0.0,29.0,26.0,3.0,1.0,1.0,3.0,0.0,6.0,9.0,2.0,2.0,239.0,20.0,25.0,20.0,10.0,5.0,20.0,1.0,2.0,1.0,0.0,0.0,1.0,6.0,8.0,6.0,5.0,8.0,1.0,1.0,1.0,0.0,1.0,1.0,10.0,47.0,16.0,12.0,3.0,12.0,0.0,2.0,1.0,0.0,0.0,0.0,7.0,9.0,8.0,9.0,5.0,1.0,2.0,1.0,2.0,0.0,4.0,6.0,7.0,5.0,9.0,0.0,1.0,1.0,0.0,2.0,1.0,8.0,2.0,7.0,10.0,7.0,7.0,8.0,2.0,7.0,8.0,7.0,8.0,9.0,7.0,7.0,9.0,8.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,-0.26,0.0,4.0,0.0,0.0,1.0,6.0,7.0,1.0,2.0,0.0,0.0,0.0,0.0
4618,12.0,0.0,29.0,36.0,7.0,3.0,1.0,3.0,0.0,6.0,9.0,2.0,2.0,239.0,20.0,16.0,16.0,16.0,16.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,2.0,9.0,5.0,9.0,1.0,0.0,2.0,0.0,2.0,0.0,10.0,47.0,16.0,12.0,3.0,12.0,0.0,2.0,1.0,0.0,0.0,0.0,7.0,9.0,8.0,9.0,5.0,1.0,2.0,1.0,2.0,0.0,7.0,7.0,7.0,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,8.0,2.0,7.0,10.0,7.0,7.0,8.0,2.0,7.0,8.0,7.0,8.0,9.0,7.0,7.0,9.0,8.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.45,2.0,4.0,0.0,0.0,1.0,6.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0
4619,12.0,0.0,29.0,29.0,0.0,0.0,1.0,3.0,0.0,6.0,9.0,2.0,2.0,239.0,30.0,15.0,15.0,20.0,10.0,10.0,2.0,0.0,0.0,1.0,0.0,0.0,4.0,8.0,7.0,6.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0,10.0,47.0,16.0,12.0,3.0,12.0,0.0,2.0,1.0,0.0,0.0,0.0,7.0,9.0,8.0,9.0,5.0,1.0,2.0,1.0,2.0,0.0,7.0,6.0,7.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,0.0,8.0,2.0,7.0,10.0,7.0,7.0,8.0,2.0,7.0,8.0,7.0,8.0,9.0,7.0,7.0,9.0,8.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.47,2.0,4.0,0.0,0.0,1.0,6.0,6.0,1.0,1.0,0.0,1.0,0.0,0.0
4620,12.0,0.0,22.0,27.0,5.0,2.0,1.0,1.0,1.0,6.0,2.0,2.0,1.0,203.0,17.0,19.0,18.0,17.0,11.0,18.0,1.0,1.0,1.0,1.0,0.0,1.0,10.0,10.0,10.0,10.0,8.0,2.0,2.0,2.0,2.0,1.0,1.0,16.0,20.0,19.0,16.0,18.0,11.0,1.0,1.0,1.0,1.0,1.0,0.0,6.0,9.0,8.0,8.0,8.0,1.0,2.0,1.0,1.0,1.0,9.0,9.0,9.0,9.0,8.0,2.0,2.0,2.0,2.0,1.0,2.0,6.0,6.0,9.0,8.0,5.0,5.0,7.0,4.0,5.0,6.0,9.0,9.0,9.0,5.0,5.0,9.0,5.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,0.39,2.0,7.0,2.0,0.0,0.0,8.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0
4621,12.0,0.0,22.0,32.0,10.0,3.0,1.0,3.0,0.0,6.0,2.0,2.0,1.0,203.0,20.0,20.0,20.0,20.0,10.0,10.0,1.0,1.0,1.0,1.0,0.0,0.0,10.0,10.0,8.0,8.0,7.0,2.0,2.0,1.0,1.0,0.0,0.0,16.0,20.0,19.0,16.0,18.0,11.0,1.0,1.0,1.0,1.0,1.0,0.0,6.0,9.0,8.0,8.0,8.0,1.0,2.0,1.0,1.0,1.0,8.0,9.0,8.0,9.0,8.0,1.0,2.0,1.0,2.0,1.0,1.0,6.0,6.0,9.0,8.0,5.0,5.0,7.0,4.0,5.0,6.0,9.0,9.0,9.0,5.0,5.0,9.0,5.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,-0.22,0.0,7.0,2.0,0.0,0.0,8.0,6.0,1.0,1.0,0.0,1.0,0.0,0.0
4622,12.0,0.0,22.0,25.0,3.0,1.0,1.0,3.0,0.0,6.0,2.0,2.0,1.0,203.0,24.0,15.0,20.0,20.0,8.0,13.0,2.0,0.0,1.0,1.0,0.0,0.0,8.0,8.0,7.0,6.0,7.0,1.0,1.0,1.0,1.0,1.0,0.0,16.0,20.0,19.0,16.0,18.0,11.0,1.0,1.0,1.0,1.0,1.0,0.0,6.0,9.0,8.0,8.0,8.0,1.0,2.0,1.0,1.0,1.0,7.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,0.0,6.0,6.0,9.0,8.0,5.0,5.0,7.0,4.0,5.0,6.0,9.0,9.0,9.0,5.0,5.0,9.0,5.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,0.1,1.0,7.0,2.0,0.0,0.0,6.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0
4623,12.0,0.0,22.0,29.0,7.0,3.0,1.0,1.0,1.0,6.0,2.0,2.0,1.0,203.0,50.0,20.0,10.0,10.0,5.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,6.0,5.0,5.0,2.0,8.0,1.0,0.0,0.0,0.0,1.0,1.0,16.0,20.0,19.0,16.0,18.0,11.0,1.0,1.0,1.0,1.0,1.0,0.0,6.0,9.0,8.0,8.0,8.0,1.0,2.0,1.0,1.0,1.0,8.0,8.0,7.0,8.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,9.0,8.0,5.0,5.0,7.0,4.0,5.0,6.0,9.0,9.0,9.0,5.0,5.0,9.0,5.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,8.0,6.0,1.0,1.0,0.0,1.0,0.0,0.0
